student_id,school,sex,age,address,family_size,parent_status,mother_education,father_education,travel_time,study_time,past_failures,school_support,family_support,extra_paid_classes,activities,attended_nursery,wants_higher_edu,internet_access,in_romantic_relationship,family_relationship_quality,free_time,social_life,weekday_alcohol_use,weekend_alcohol_use,health_status,absences,grade_T1,grade_T2,final_grade,guardian_mother,guardian_father,mother_job_teacher,mother_job_health,mother_job_services,father_job_teacher,father_job_services,school_choice_reason_course,school_choice_reason_reputation,school_choice_reason_home
1,GP,-0.9209601181739716,0.25306570318872096,0.5457051563317492,0.6462744639322551,0.34218212635223466,-1.5801034688112252,-1.4079607619889747,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,-0.942178610858556,-1.0028368851322822,-2.028778457344593,0.21789388428113743,0.4388252130035004,-0.6996080879987374,1.149450101702178,-0.23496631276827584,-0.10376920627604969,-0.7873799643289879,,-0.39532044652076054,-0.2055195650131125,-1.7999271857366104,-1.51867996209701,6,-1.5162669357869503,1.8623518546128028,-0.36250552604099207,-0.28778826572598576,-0.5194075207983327,-0.2515015150017844,-0.606808910830721,1.3258252147247767,-0.5849831819752738,-0.6330826571575398
2,GP,-0.9209601181739716,-1.3280350618664716,0.5457051563317492,-1.5473302069147261,0.34218212635223466,-1.5801034688112252,-1.4079607619889747,-0.6583509289997975,-0.030370761676308575,1.525539155632871,2.6161889160464775,-1.2556441915472807,1.0613698809069276,-1.0028368851322822,0.4929074421013272,0.21789388428113743,0.4388252130035004,-0.6996080879987374,0.046852585667208554,-0.23496631276827584,-0.9971967627503316,0.45328981800293905,0.43455225586648105,-0.39532044652076054,0.46009877921533615,-1.1866315326815684,-0.7117145432005053,10,0.659514480200015,-0.5369554617314286,-0.36250552604099207,-0.28778826572598576,-0.5194075207983327,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,-0.5849831819752738,-0.6330826571575398
3,GP,-0.9209601181739716,-1.3280350618664716,0.5457051563317492,0.6462744639322551,0.34218212635223466,1.154095180651336,-0.4824297582978982,-0.6583509289997975,1.1608380018500113,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,1.0613698809069276,0.9971711400185406,0.4929074421013272,0.21789388428113743,0.4388252130035004,1.4293716970319028,-1.055744930367761,-1.2342808718911837,-0.9971967627503316,-0.7873799643289879,,1.0359422983185063,-0.5841934142995876,1.2665510795385995,0.902216294592504,15,0.659514480200015,-0.5369554617314286,-0.36250552604099207,3.4747768380248645,-0.5194075207983327,-0.2515015150017844,1.647965252571853,-0.7542472332656507,-0.5849831819752738,1.5795725703336634
4,GP,-0.9209601181739716,-0.5374846793388753,0.5457051563317492,0.6462744639322551,0.34218212635223466,0.24269563083048235,0.4431012453931784,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,1.0613698809069276,-1.0028368851322822,0.4929074421013272,0.21789388428113743,-2.278811632439231,-0.6996080879987374,0.046852585667208554,-0.23496631276827584,-0.9971967627503316,-0.7873799643289879,-0.27857389536027255,1.0359422983185063,-0.2055195650131125,-1.4932793592090894,-0.17373759726950225,10,-1.5162669357869503,1.8623518546128028,-0.36250552604099207,-0.28778826572598576,-0.5194075207983327,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,-0.5849831819752738,1.5795725703336634
5,GP,1.0858233492051146,-0.5374846793388753,0.5457051563317492,-1.5473302069147261,0.34218212635223466,1.154095180651336,0.4431012453931784,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,1.0613698809069276,0.9971711400185406,0.4929074421013272,0.21789388428113743,0.4388252130035004,-0.6996080879987374,1.149450101702178,0.764348246354632,-0.9971967627503316,-0.7873799643289879,-0.27857389536027255,1.0359422983185063,0.46009877921533615,1.2665510795385995,1.1712047675580055,15,0.659514480200015,-0.5369554617314286,-0.36250552604099207,-0.28778826572598576,1.9252705437591535,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,1.709450853994411,-0.6330826571575398
6,GP,1.0858233492051146,-0.5374846793388753,0.5457051563317492,-1.5473302069147261,0.34218212635223466,-0.6687039189903714,-0.4824297582978982,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,-1.2556441915472807,-0.942178610858556,-1.0028368851322822,0.4929074421013272,0.21789388428113743,0.4388252130035004,-0.6996080879987374,0.046852585667208554,0.764348246354632,0.7896583501982323,-0.7873799643289879,,-0.39532044652076054,-1.2010217320175118,0.34660759995603657,0.3642393486615008,11,0.659514480200015,-0.5369554617314286,-0.36250552604099207,-0.28778826572598576,-0.5194075207983327,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,-0.5849831819752738,1.5795725703336634
7,GP,-0.9209601181739716,0.25306570318872096,0.5457051563317492,0.6462744639322551,-2.922420322359627,1.154095180651336,1.368632249084255,0.8313790577753852,-0.030370761676308575,-0.5921050386838704,2.6161889160464775,0.7964039548239695,-0.942178610858556,-1.0028368851322822,0.4929074421013272,0.21789388428113743,-2.278811632439231,-0.6996080879987374,0.046852585667208554,-2.2335954310140917,0.7896583501982323,-0.7873799643289879,,-1.8265831913600274,0.06849281588555939,-1.4932793592090894,-1.51867996209701,6,0.659514480200015,-0.5369554617314286,-0.36250552604099207,-0.28778826572598576,-0.5194075207983327,3.97611918955202,-0.606808910830721,-0.7542472332656507,-0.5849831819752738,1.5795725703336634
8,GP,1.0858233492051146,-1.3280350618664716,0.5457051563317492,-1.5473302069147261,-2.922420322359627,0.24269563083048235,-0.4824297582978982,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,1.0613698809069276,-1.0028368851322822,0.4929074421013272,0.21789388428113743,0.4388252130035004,-0.6996080879987374,0.046852585667208554,-1.2342808718911837,-0.9971967627503316,-0.7873799643289879,,-1.8265831913600274,-1.2010217320175118,1.5731989060661205,1.97817018645451,19,0.659514480200015,-0.5369554617314286,-0.36250552604099207,-0.28778826572598576,1.9252705437591535,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,-0.5849831819752738,1.5795725703336634
9,GP,1.0858233492051146,-1.3280350618664716,0.5457051563317492,0.6462744639322551,0.34218212635223466,0.24269563083048235,1.368632249084255,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,1.0613698809069276,0.9971711400185406,0.4929074421013272,0.21789388428113743,0.4388252130035004,-0.6996080879987374,1.149450101702178,1.76366280547754,-1.8906243192246135,-0.7873799643289879,,1.0359422983185063,-1.2010217320175118,0.9599032530110785,1.1712047675580055,15,0.659514480200015,-0.5369554617314286,-0.36250552604099207,-0.28778826572598576,-0.5194075207983327,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,-0.5849831819752738,1.5795725703336634
10,GP,-0.9209601181739716,-1.3280350618664716,0.5457051563317492,0.6462744639322551,0.34218212635223466,1.154095180651336,1.368632249084255,-0.6583509289997975,-0.030370761676308575,-0.5921050386838704,-0.3822353935782191,0.7964039548239695,1.0613698809069276,-1.0028368851322822,0.4929074421013272,0.21789388428113743,0.4388252130035004,-0.6996080879987374,-1.055744930367761,-0.23496631276827584,-0.10376920627604969,-0.7873799643289879,-0.27857389536027255,-1.110951818940394,-1.2010217320175118,-0.2666880530990054,-0.7117145432005053,9,0.659514480200015,-0.5369554617314286,2.7585786371899887,-0.28778826572598576,-0.5194075207983327,-0.2515015150017844,-0.606808910830721,-0.7542472332656507,1.709450853994411,-0.6330826571575398
